Date,Time,Exchange,Symbol,Side,Quantity,Entry Price,Stop Loss,TP1,TP2,TP3,RR1,RR2,RR3,SL→BE after,Total USD,Order ID,Mode,Strategy
2026-04-21,23:48:28,BitGet,BTCUSDT,short,0.00066,75709.10,76322.59,74788.86,,,,,,, 49.97,IRONCLAD-PAPER-1776815308926,paper,Ironclad v1.0
2026-04-21,23:48:29,BitGet,ETHUSDT,short,0.021642,2310.37,2328.70,2282.87,,,,,,,50.00,IRONCLAD-PAPER-1776815309100,paper,Ironclad v1.0
2026-04-21,23:48:29,BitGet,SOLUSDT,short,0.585926,85.33,85.92,84.46,,,,,,,50.00,IRONCLAD-PAPER-1776815309262,paper,Ironclad v1.0
2026-04-21,23:48:29,BitGet,LINKUSDT,short,5.390836,9.28,9.37,9.14,,,,,,,50.00,IRONCLAD-PAPER-1776815309585,paper,Ironclad v1.0
2026-04-22,16:39:47,BitGet,BTCUSDT,short,0.00066,75803.00,76346.69,74987.47,,,,,,,50.03,IRONCLAD-PAPER-1776875987297,paper,Ironclad v1.0
2026-04-22,16:39:47,BitGet,ETHUSDT,short,0.021651,2309.37,2331.81,2275.70,,,,,,,50.00,IRONCLAD-PAPER-1776875987426,paper,Ironclad v1.0
2026-04-22,20:14:37,BitGet,LINKUSDT,short,5.343022,9.36,9.43,9.25,,,,,,,50.00,IRONCLAD-PAPER-1776888877414,paper,Ironclad v1.0
2026-04-22,20:14:52,BitGet,LINKUSDT,short,5.343022,9.36,9.43,9.25,,,,,,,50.00,IRONCLAD-PAPER-1776888892942,paper,Ironclad v1.0
2026-04-23,05:56:42,BitGet,BTCUSDT,short,0.000645,77494.70,78225.21,76398.94,,,,,,,49.98,IRONCLAD-PAPER-1776923802734,paper,Ironclad v1.0
2026-04-23,05:56:42,BitGet,ETHUSDT,short,0.021138,2365.40,2417.76,2286.86,,,,,,,50.00,IRONCLAD-PAPER-1776923802913,paper,Ironclad v1.0
2026-04-23,05:56:43,BitGet,SOLUSDT,short,0.573552,87.18,88.50,85.19,,,,,,,50.00,IRONCLAD-PAPER-1776923803088,paper,Ironclad v1.0
2026-04-23,05:56:43,BitGet,LINKUSDT,short,5.269815,9.49,9.54,9.40,,,,,,,50.00,IRONCLAD-PAPER-1776923803438,paper,Ironclad v1.0
